rmse5,rmse20,rmse1,method,rmseC,seed,rmse10
1.1577601340478718,1.911096871022443,0.41034383138082564,UDE,0.4589706517601446,26058,0.860343738134393
0.7337561277868794,5.023795443641758,0.10440970053350718,UDE,0.4683570579451483,46189,2.456747773969786
0.49453181709940247,0.9894332986046018,0.00955006548562487,UDE,0.4605270621443298,77471,0.9080386580621387
0.5847143085677025,0.9754889241882345,0.33388582218620755,UDE,0.39599715816745734,38315,1.1928895239161628
0.471775880567861,1.7640377615312077,0.23660372531546336,UDE,0.46975709128094806,97565,0.578032106318767
1.0020883101706373,1.4433903563905635,0.5616261080565614,UDE,0.4564871624713265,60590,1.044108118020773
1.0024700885922915,2.115975865553758,0.15064268171430584,UDE,0.4637978552327578,11007,1.674112271573509
0.2000759391627707,0.7897603342837075,0.04059133036685125,UDE,0.44694938279445345,48073,0.6022904911383552
1.2920245180220087,2.436106304038096,0.5597835626926813,UDE,0.18691484669861017,69686,1.7365632860332552
0.8840401088148873,2.445428968664846,0.20425400785607373,UDE,0.4681631343620449,1322,1.365255713952167
1.206041255436793,1.30088099929169,0.5031064782147094,UDE,0.46839560091273097,24415,1.269752312898666
1.3056454272927107,1.5596404155882935,1.1588486558248885,UDE,0.48624449220050575,15318,1.9180509459775348
2.652783369463177,2.0121894275739205,4.936801764551271,UDE,0.5103494701150272,16782,2.2468474509275986
2.6561026046862355,1.9563660443927786,3.041145858803512,UDE,0.5366631946941899,96004,2.413113765445142
0.46193790586162065,0.9889284350944597,0.14435944799337186,UDE,0.18334338924144084,8694,0.9137360865063303
0.7882038303072996,1.189176572397909,0.8523154103811912,UDE,0.4456254704443906,28757,1.1386047804871178
1.8330570266837942,2.834621594670709,0.6507159750436511,UDE,0.4684454649933748,60467,2.3793919698632906
0.8743305538715134,3.7112826379886776,0.3170553099387785,UDE,0.47263736022103464,29623,2.235630480030731
1.0265397956508127,0.6172125196431691,0.5571078691713174,UDE,0.46710070651295066,86366,0.7800530651735353
1.1951940817287632,2.186337561976015,0.5169054380823717,UDE,0.4525351550889442,18423,2.1281686869800907
0.9290057533563759,4.086587819793499,0.21305508547582264,UDE,0.4039632948601316,46984,2.453473478596676
0.6748232587606234,3.27320914711028,0.5991755673320345,UDE,0.43549642660923205,51568,1.225774403537398
3.3446906266723264,5.316479596207121,0.7020424381859023,UDE,0.4608415769954112,67883,4.795575629618025
0.893261765920626,2.3710892670081356,0.7752257614238873,UDE,0.23273653263283678,89255,0.801516934929178
1.215344123216373,1.9374866566047173,0.8237966709890054,UDE,0.27684079607863626,61917,1.9117053046238277
0.909362579961349,1.7750215615325406,0.7956649394796571,UDE,0.469873956246688,30563,1.2987008689330948
0.5622700989477347,2.09083518745173,0.6001538751651783,UDE,0.395485930286596,54133,1.327509790741092
0.7714954124116778,2.1015638472087033,0.03683986158778829,UDE,0.4687388664008516,89053,1.5917683577213735
2.1334950119727702,1.8960873852682842,1.1991383834864404,UDE,0.46610126035153704,37085,2.5107956796224933
0.448559720883557,2.6044664803575346,0.10320133461062575,UDE,0.46734804903556043,6871,0.39140565313030046
1.1877239046327246,1.1957180356116626,0.20338116385520522,UDE,0.4632174322925759,4150,1.013406848055872
0.45793408961606386,1.6087540148630657,0.3485035386455415,UDE,0.25590387068651427,22918,1.0695681834812059
1.2274715481877811,0.9999097425416498,2.098520068825172,UDE,0.47315636398507666,52212,1.1043352913477422
1.490055438330736,3.376711154099874,0.11045118103740137,UDE,0.24401911918954522,28020,3.1507710116674654
1.9233992764043104,1.5244275200547421,2.1004860922714315,UDE,0.3611847262767926,49858,1.9432194220211398
0.459559894083422,2.26275558830351,0.2981375239893298,UDE,0.4415356825137956,96331,1.5070005035819676
1.6952193062636387,1.3524264906298786,1.2528111950400778,UDE,0.34100694102156065,16025,1.3762414775740777
2.2876130614087673,4.45285823114823,0.31169760182601003,UDE,0.4671731977300369,93091,3.2086425191662133
0.19575224488329845,1.003834506601682,0.2796693497718259,UDE,0.13380063615308568,79876,0.5554323540051462
3.02098788028099,4.646849434303487,0.19119142089771035,UDE,0.4659514698123771,88243,4.155204476859431
3.425146645746872,5.241804254922171,1.6239122060172093,UDE,0.43835589045930107,66214,4.358171310466308
1.6036433113782635,1.6024362627840663,2.242476045178016,UDE,0.3188951616921207,7296,1.5493499812611107
1.200160214626325,1.2201481125773896,0.24720093384254227,UDE,0.46983908588090617,91809,1.5696651040210796
4.213575930788955,6.963433393254182,1.7280175082428357,UDE,0.4265996987162804,91328,5.402604970969936
0.9019460349704498,1.687539564907278,0.15281155421440573,UDE,0.4641062678764103,19561,1.1048193511070787
1.2489264688633603,5.75326859288177,0.24568708308263254,UDE,0.46968535521561516,9503,2.867168221510849
1.8884060262403068,3.71874312727363,1.0779378931637442,UDE,0.4740684063264868,44769,2.174082155012419
0.6867309286006216,1.843824295667754,0.33185515278423594,UDE,0.46464939092096,27272,1.6253206563910767
1.0862004540175867,1.2320738709990446,0.4089669685648971,UDE,0.4662274212732057,93050,1.0829634696133703
