rmse5,rmse20,rmse1,method,rmseC,seed,rmse10
1.2301489473334306,1.1488229307913969,0.6286948862094675,KERNEL,0.834425927536495,26058,1.078151509901897
7.891616407631236,6.995664794181709,9.555977157859678,KERNEL,0.8038460963924059,46189,6.887477821953991
0.9540193951388277,0.9269183989731128,0.6025059334298807,KERNEL,0.8003212605403974,77471,0.8516594956307494
10.23312623233725,9.528412534476686,10.924749519489266,KERNEL,0.6611938216092335,38315,9.82337743842339
9.821727808427854,8.379824973049297,11.3557295817253,KERNEL,0.7323566427192167,97565,9.054214950119647
1.1883848599405313,1.1102616369329414,0.5788687349317533,KERNEL,1.2217795519246166,60590,1.0446529522536434
10.433208436215311,9.823522066870803,12.55082417301141,KERNEL,1.7831600244581254,11007,9.761174659273198
7.709133426645691,6.260977432060923,8.8670211083941,KERNEL,0.728001607848083,48073,6.634779521215347
7.800113748007462,8.63479970591559,9.096916006191442,KERNEL,0.650254708154501,69686,8.067710724295509
1.0994985907560066,0.9904110992927431,0.5394602445881778,KERNEL,1.7576887276499593,1322,0.9766817907460708
0.9510062015352388,4.656923731482101,0.6450904162035066,KERNEL,1.9394398583879395,24415,0.9396280879108037
1.0684872808068795,1.0081846806973351,0.7194492945020213,KERNEL,0.8901757670731227,15318,0.9567640841441697
5.774718702578665,6.910052232153995,8.904560276213429,KERNEL,0.8583646954974925,16782,5.349580301645994
2.4265714883830247,2.411038790178963,4.3050260458850405,KERNEL,0.6126198067436945,96004,2.485763027934323
1.1771346982422517,1.0793845824004857,0.6446774088183655,KERNEL,1.4748709079636528,8694,1.0449458301641033
1.1394809912808965,1.1094623436227982,0.5541805513670938,KERNEL,2.3211370428020053,28757,1.0092296985826477
1.0674770256959045,0.951624104859096,0.5865514129365146,KERNEL,1.099972496301325,60467,0.9317320244457578
2.8061265856947193,4.476854010620466,4.704113218846002,KERNEL,0.8058500788536811,29623,2.635045201211137
11.185538333365521,10.076681441788251,12.233543759663744,KERNEL,0.8280205464689941,86366,10.819711976977224
2.2845335116512406,1.9523762369676652,4.0223386425404,KERNEL,0.5534022194081247,18423,2.023191936782841
1.151648058923709,1.010454236800435,0.5949323358608171,KERNEL,0.7470954400365171,46984,1.0164166371807088
6.9362567325351066,10.086193770486965,8.388643983579714,KERNEL,1.501574767778973,51568,8.374476362323078
1.3228852451062578,1.1826076135726522,2.0779380186033096,KERNEL,0.5828098271890955,67883,1.233252890436177
3.686609527661156,4.26438463852741,5.14373023357938,KERNEL,0.829586132693663,89255,3.8902600627180197
7.992332059633927,6.3739637890339145,8.678089703438816,KERNEL,0.6645322971478175,61917,7.426039657363929
1.1685450374158382,1.0459834167318922,0.5482266510371943,KERNEL,2.632273051467619,30563,1.0312981690786447
1.1107420697110553,1.059455553480659,0.5563454492016949,KERNEL,0.9286177079787458,54133,0.9747465678078302
7.663007893159152,6.886886240975472,9.107450779205225,KERNEL,1.3956989931411463,89053,6.923077141241051
1.0404985183719824,1.0071854952563617,0.6106196954519658,KERNEL,2.126812312494995,37085,0.909892200831056
1.2083856904686858,1.1121928281962503,0.5991109126642885,KERNEL,1.0570193126068461,6871,1.07583186928057
1.1464057501448606,1.0989411029960194,0.5660035579768279,KERNEL,0.8540484489136884,4150,1.003007362613053
3.7220354047816997,3.3829634154037307,6.143254067031654,KERNEL,0.7259788633702864,22918,3.323791181234932
1.155993565797816,1.1301234652920256,0.5201332199539552,KERNEL,0.8293829392740373,52212,1.0183962313829549
1.0785060785479175,1.0075680641134017,0.534003698656343,KERNEL,1.5451101030405217,28020,0.9602697225510921
1.172864507087,1.0995169403863714,0.561063034690651,KERNEL,1.7335690855364787,69377,1.0338758025445256
0.9744285157622873,0.9058204590615253,0.589408815946109,KERNEL,1.9253407940288263,49858,0.8817092213784841
1.215704503235435,1.1679959407101168,0.5593252417376922,KERNEL,0.8358767311110139,96331,1.073131846805211
10.178017720925803,10.042836657288271,11.613489947856174,KERNEL,0.8140183873638205,16025,9.728594162182056
6.374595969260619,6.939676887138237,8.798437240170662,KERNEL,0.7351520461272554,93091,5.984821721260335
1.0849728293525847,0.9993979786589743,0.5972962303856129,KERNEL,0.6075905777089592,79876,0.9719222654799444
4.680624180939791,4.803538230848531,6.493732917806087,KERNEL,0.7087760217699008,88243,4.714443780446541
1.0473476924835323,1.0418106022145952,0.5976757653213318,KERNEL,0.8979776355538378,66214,0.9363852380452676
0.985664657643894,0.9254684556726726,0.595645972344177,KERNEL,1.020994889489139,7296,0.8826720583783895
6.684095773978861,7.78501781086505,9.009627198876847,KERNEL,0.7702693485454626,91809,7.113252489674077
1.025497418799505,2.7319533325275347,0.5365311631497763,KERNEL,1.3627207263469898,91328,0.9945055830315108
1.184992530394323,1.0832615731666242,0.6280118647788724,KERNEL,1.328404653176038,19561,1.0449494049305894
9.057465829530107,9.072629322430002,11.021285064535517,KERNEL,0.7604309914758347,9503,8.482276250984222
6.323345668164,4.72576342649266,8.358845394857177,KERNEL,0.5754946863440926,44769,5.563495524458654
2.7503636390807547,2.8441372344322082,4.9198200985562455,KERNEL,0.7588621596995774,27272,2.820952669207113
6.345822633861624,5.003332612083031,8.974751193253299,KERNEL,0.6009195651876219,93050,5.743850423084623
