x,c
5.0,0.0
7.496149996149996,0.004004004004004004
9.49729972181803,0.008008008008008008
9.915220557868786,0.012012012012012012
9.719330205331957,0.016016016016016016
10.277439607804107,0.02002002002002002
10.623373241391999,0.024024024024024024
9.94851036881376,0.028028028028028028
8.958533379055977,0.03203203203203203
7.651314157333202,0.036036036036036036
7.612282223414734,0.04004004004004004
7.218829005617142,0.044044044044044044
7.616791445317885,0.04804804804804805
8.018439981553437,0.05205205205205205
7.943731646824736,0.056056056056056056
8.26529648343164,0.06006006006006006
9.213242493667583,0.06406406406406406
9.35532594673162,0.06806806806806807
8.547798592412231,0.07207207207207207
8.345151240688406,0.07607607607607608
8.298873421930448,0.08008008008008008
7.528276664007664,0.08408408408408409
6.6907891269048525,0.08808808808808809
7.18035409738894,0.0920920920920921
8.554176339565911,0.0960960960960961
9.956923188946197,0.1001001001001001
10.646840191656684,0.1041041041041041
11.297035159762395,0.10810810810810811
11.428441186918082,0.11211211211211211
12.23376767311165,0.11611611611611612
12.59208316198419,0.12012012012012012
12.549989936567183,0.12412412412412413
13.429191168069483,0.12812812812812813
14.84966863763648,0.13213213213213212
14.92613052268293,0.13613613613613615
14.234274103900086,0.14014014014014015
13.894588300433739,0.14414414414414414
14.450528001570238,0.14814814814814814
13.94481042902635,0.15215215215215216
13.196974328371281,0.15615615615615616
12.49732748499892,0.16016016016016016
12.794208075656458,0.16416416416416416
12.884667132362418,0.16816816816816818
14.568667543119357,0.17217217217217218
13.65904521974257,0.17617617617617617
13.685331697853627,0.18018018018018017
12.71741388897939,0.1841841841841842
12.098509733626596,0.1881881881881882
11.986197876228829,0.1921921921921922
11.079715377827036,0.1961961961961962
9.981021797558558,0.2002002002002002
9.622737776610405,0.2042042042042042
10.044846895896606,0.2082082082082082
9.720598202363714,0.2122122122122122
10.390460746930533,0.21621621621621623
10.639413017866262,0.22022022022022023
10.881971833762021,0.22422422422422422
9.507847029998898,0.22822822822822822
8.983361239196382,0.23223223223223224
9.791084167299166,0.23623623623623624
9.908922260455563,0.24024024024024024
10.75505416892229,0.24424424424424424
11.72563198430051,0.24824824824824826
11.22874338538386,0.25225225225225223
9.84065482461194,0.25625625625625625
10.608312824422569,0.2602602602602603
9.734815225192992,0.26426426426426425
10.126472082010602,0.2682682682682683
8.623544982873375,0.2722722722722723
8.331717536667334,0.27627627627627627
8.001365114588884,0.2802802802802803
7.3914164918843674,0.28428428428428426
7.933499374688625,0.2882882882882883
8.657358756816604,0.2922922922922923
8.845598822982227,0.2962962962962963
8.344824910175994,0.3003003003003003
8.842907351400035,0.30430430430430433
7.97666357593717,0.3083083083083083
7.6474986301336525,0.3123123123123123
7.643773337441097,0.3163163163163163
7.264594418789151,0.3203203203203203
7.409593301001713,0.32432432432432434
6.775493026295802,0.3283283283283283
6.0772762497965855,0.33233233233233234
5.862762530686393,0.33633633633633636
5.517376578535664,0.34034034034034033
5.279678021793784,0.34434434434434436
4.598112887410118,0.3483483483483483
4.536034207526227,0.35235235235235235
4.443370256051651,0.3563563563563564
4.378543511622288,0.36036036036036034
4.719884927628009,0.36436436436436437
5.01090548374202,0.3683683683683684
4.729214130319405,0.37237237237237236
4.737570954385447,0.3763763763763764
4.457760566274806,0.38038038038038036
4.694847372193504,0.3843843843843844
5.150455708185402,0.3883883883883884
5.813853982609413,0.3923923923923924
6.423488906753395,0.3963963963963964
6.771967659204013,0.4004004004004004
7.784215953471055,0.4044044044044044
7.680967437158659,0.4084084084084084
7.618569015140595,0.4124124124124124
6.777008743691617,0.4164164164164164
6.588534428987323,0.42042042042042044
6.677063577013994,0.4244244244244244
7.482859899960148,0.42842842842842843
8.00853374155131,0.43243243243243246
9.177705205191149,0.4364364364364364
8.937189287379482,0.44044044044044045
8.653227294375071,0.4444444444444444
8.466931308417234,0.44844844844844844
7.96381667500208,0.45245245245245247
8.43661349712167,0.45645645645645644
9.319854647438161,0.46046046046046046
9.911574871598281,0.4644644644644645
9.72773380178755,0.46846846846846846
8.439304202343532,0.4724724724724725
7.308417413270396,0.47647647647647645
6.993359450999308,0.4804804804804805
7.202799179126831,0.4844844844844845
7.485707740076627,0.48848848848848847
7.501348512015178,0.4924924924924925
7.025470611834674,0.4964964964964965
7.036350857344338,0.5005005005005005
7.15695368722632,0.5045045045045045
7.307134629917555,0.5085085085085085
7.329585973153563,0.5125125125125125
7.610015307137546,0.5165165165165165
7.582520609282186,0.5205205205205206
8.049104713009251,0.5245245245245245
8.385169988960566,0.5285285285285285
8.09275321785816,0.5325325325325325
