rmse5,rmse20,rmse1,method,rmseC,seed,rmse10
0.0674751160826651,0.07769068784847555,0.06513506225149768,GP,0.7471509714028849,26058,0.05582244448551139
0.876777791584388,1.0050001811298117,0.4022707578246951,GP,0.7684508246281161,46189,1.061884910276126
0.12695828990073874,0.1472775857808864,0.0643315085702234,GP,0.7153567567499364,77471,0.09854898434041236
1.7776261630845378,1.7022896394421896,0.7022047043718889,GP,0.6292136456915801,38315,1.8274587152600186
1.381018317741498,0.9470004185665766,1.1189714094076972,GP,0.6867971414320407,97565,1.2694519031986564
0.053515382813052396,0.057673061931537394,0.011551946090147702,GP,0.9457459703055194,60590,0.06367092272020164
0.8794193495367234,1.30089939314839,0.9472623793304606,GP,0.7494394206957461,11007,0.8098241080839685
1.3414976396957115,1.104367132736173,0.3857901897539744,GP,0.7045729973992592,48073,1.2774987504670379
1.0366696598074032,2.6552657971473215,0.2972822068545362,GP,0.6317014871694877,69686,1.8997285147961167
0.05690991575974285,0.1511686031120247,0.10214241793290951,GP,0.8903601125244833,1322,0.0797557881218837
0.10232224222681027,4.802490930683309,0.022404241870441877,GP,1.0232500454907711,24415,0.3989532688677557
0.16632487641608645,0.11710335969576545,0.20494645365770847,GP,0.8239146892726232,15318,0.15796647814680084
1.2523097545185202,2.0735023710399165,0.4069608672795191,GP,0.8215837780827016,16782,1.4712431549733098
1.5612753532788795,1.5997059542460508,0.4574947700390801,GP,0.5853274255707754,96004,2.1097609594255924
0.08887138255803179,0.08297519157850333,0.15944684607143655,GP,0.5394796426568013,8694,0.06921428071967631
0.048458549843943,0.1605692915262086,0.07594520142694006,GP,0.9969541996420174,28757,0.0885312290025295
0.03285083800023153,0.2316397109849903,0.007702556554487483,GP,0.7827023756613347,60467,0.07474208157083558
1.063157912729116,4.665245415895733,0.5864221589119234,GP,0.7620662468875788,29623,0.816705860377584
2.7967788030720655,2.4191578956043256,1.5850991499596265,GP,0.7960339661598282,86366,3.002602041518006
0.7461543406639298,0.830975235946787,0.09079046307138494,GP,0.5156525950619789,18423,1.069504834930284
0.2698220144130135,0.2315143781952102,0.5047118812669378,GP,0.7255839593807056,46984,0.21506164052463644
0.9888391700498352,5.248669992917093,0.23840468942359294,GP,1.0098026694108173,51568,3.4483734365120626
0.3609243075203271,0.19176333442545326,0.20654793489243128,GP,0.5364285886570483,67883,0.26711425563797486
0.7684601859000295,0.9395721303954317,0.6260454548956851,GP,0.7981505488275509,89255,0.5749618092693285
1.4293526945142627,1.4023303116038435,0.3464056341095052,GP,0.6197226644608169,61917,1.2531221429008417
0.0885450199985568,0.3542999206567372,0.14046757329247006,GP,1.392549809876789,30563,0.13652661422152687
0.1266343060169295,0.13897363692622902,0.20544641510650258,GP,0.6479209573056183,54133,0.09429031654530369
0.996930204779077,1.0155485063246668,0.5867210670069039,GP,1.1116429793154037,89053,0.8894972692468034
0.06454939235791636,0.17417655019041536,0.12018780609170432,GP,1.408966850346585,37085,0.11665915353040487
0.05268501732848795,0.12787278932890647,0.09219484309768267,GP,0.5771681166866196,6871,0.11974935771503052
0.0800638745317403,0.16014167800630183,0.008550206694891649,GP,0.7677588984397152,4150,0.12830137061981112
1.6918242975123,4.752919486633889,0.15486503818675068,GP,0.7015000863598622,22918,3.3179790082501395
0.16715106323927645,0.23617207562704912,0.21874751825242134,GP,0.7859469367891491,52212,0.1750064554597716
0.0813564485055372,0.10679492986688213,0.06034219778762406,GP,1.210314036851634,28020,0.11942173856914057
0.15900552948206534,0.1300149326127958,0.2693935215063859,GP,1.0377836051200011,69377,0.14127807853267224
0.11427735539743068,0.15473202998142277,0.055961756703555965,GP,1.079916412789946,49858,0.11656642374779602
0.1257227834525742,0.17594534064599776,0.1871147223419366,GP,0.8095869746153148,96331,0.13765027204610825
2.3947209080539222,2.8621256171260865,1.4926430497976408,GP,0.7909072373795899,16025,2.3430988617107946
0.4760231961787654,1.8675647775607436,0.30344691413513836,GP,0.6906181495917821,93091,0.6637131648116881
0.3458305907429283,0.23003644759842246,0.45066597454079405,GP,0.5433979425353636,79876,0.29156638038640686
0.4042183179016834,0.6295313204764456,0.17599302512645743,GP,0.6847206203033122,88243,0.3484359256418824
0.058507274239234255,0.1619881347736442,0.06504140690481924,GP,0.6816968205644438,66214,0.08081365157547829
0.07633066901025516,0.2210787077060921,0.061200606018873005,GP,0.590743066779711,7296,0.07024741709242065
0.5407669851434278,2.4262346075902084,0.39443643495522807,GP,0.7484402860185636,91809,1.4449977290556986
0.07606853321492384,2.8823070706570166,0.07833206359935979,GP,0.9237280201350647,91328,0.40321765306734847
0.14340194728490221,0.11473488503346246,0.23897607406413257,GP,1.0731021279186133,19561,0.12072761045208512
1.4271770473198675,2.078135917983207,1.2533838573663694,GP,0.7267470186866546,9503,1.3259595194687255
0.5913140609369361,3.4010477189847745,0.2159384899853869,GP,0.5278671985259754,44769,1.2347499180500556
1.9376183686233828,3.3999495802159077,0.06476830855972349,GP,0.7302104879781273,27272,3.125668563326661
0.7235398969275215,1.891622141880632,0.46312640762827684,GP,0.5703045765762577,93050,0.8908288246730792
